"0","1571","only"
"1","273","day"
"2","1224","current"
"3","1971","card"
"4","485","situation"
"5","1732","sometimes"
"6","3231","collection"
"7","1981","produce"
"8","2730","strategy"
"9","2940","medical"
"10","1184","seek"
"11","163","husband"
"12","1879","full"
"13","2175","usually"
"14","3096","behavior"
"15","2809","goal"
"16","3380","notice"
"17","2580","dinner"
"18","3771","on"
"19","3476","short"
"20","477","early"
"21","3467","rate"
"22","3454","structure"
"23","3125","perhaps"
"24","3869","hear"
"25","1029","lead"
"26","2160","similar"
"27","2068","thousand"
"28","1084","table"
"29","3672","body"
"30","644","myself"
"31","2098","tough"
"32","24","another"
"33","59","sound"
"34","635","green"
"35","53","rather"
"36","3172","mean"
"37","1398","lead"
"38","1279","major"
"39","168","table"
"40","2421","tax"
"41","1839","then"
"42","1651","today"
"43","1525","rather"
"44","1398","responsibility"
"45","127","east"
"46","3584","vote"
"47","2529","along"
"48","1054","herself"
"49","3559","house"
"50","587","because"
"51","3281","poor"
"52","211","bring"
"53","1775","attention"
"54","685","music"
"55","2513","wait"
"56","3121","all"
"57","2726","office"
"58","2777","well"
"59","3604","against"
"60","528","artist"
"61","2392","ever"
"62","1554","play"
"63","1677","run"
"64","588","south"
"65","261","summer"
"66","2031","throughout"
"67","1206","people"
"68","3172","exist"
"69","541","world"
"70","3731","author"
"71","2897","rise"
"72","3058","represent"
"73","1513","join"
"74","2224","recently"
"75","2130","save"
"76","606","able"
"77","34","newspaper"
"78","1037","crime"
"79","255","more"
"80","985","key"
"81","3441","majority"
"82","1293","serious"
"83","3983","bill"
"84","1314","card"
"85","3333","night"
"86","190","ground"
"87","2603","best"
"88","3185","especially"
"89","3002","office"
"90","1414","knowledge"
"91","3749","field"
"92","207","figure"
"93","256","thing"
"94","2940","nor"
"95","1547","final"
"96","1614","just"
"97","3676","specific"
"98","3944","security"
"99","386","contain"
"100","3905","pattern"
"101","3430","likely"
"102","3125","bit"
"103","2401","more"
"104","3632","figure"
"105","2281","newspaper"
"106","108","my"
"107","1602","player"
"108","276","budget"
"109","3011","area"
"110","1981","full"
"111","3703","important"
"112","239","generation"
"113","3056","never"
"114","1288","read"
"115","3236","hour"
"116","1379","job"
"117","2013","policy"
"118","3454","sport"
"119","242","become"
"120","3194","unit"
"121","766","detail"
"122","2943","local"
"123","2874","glass"
"124","3694","by"
"125","3377","look"
"126","3420","federal"
"127","2207","two"
"128","240","later"
"129","1627","staff"
"130","2347","manager"
"131","3410","you"
"132","702","class"
"133","3869","generation"
"134","1870","company"
"135","1403","against"
"136","1202","whose"
"137","2548","increase"
"138","1913","discover"
"139","2914","big"
"140","3244","already"
"141","898","fast"
"142","2958","since"
"143","2013","allow"
"144","2247","worker"
"145","1781","term"
"146","2557","stop"
"147","1059","buy"
"148","3569","note"
"149","597","current"
"150","1800","almost"
"151","1162","where"
"152","2331","down"
"153","1545","fire"
"154","2055","late"
"155","635","into"
"156","1486","spend"
"157","500","pay"
"158","3563","several"
"159","2301","sound"
"160","2979","south"
"161","1084","shake"
"162","499","order"
"163","3643","nothing"
"164","2202","particularly"
"165","1762","young"
"166","717","simple"
"167","2598","audience"
"168","2764","director"
"169","3882","someone"
"170","904","member"
"171","494","meet"
"172","2319","performance"
"173","419","necessary"
"174","3173","church"
"175","2991","to"
"176","3170","door"
"177","3938","within"
"178","1552","owner"
"179","587","leader"
"180","3952","wide"
"181","2764","only"
"182","3899","bed"
"183","108","hand"
"184","1294","have"
"185","1600","environmental"
"186","789","many"
"187","3213","food"
"188","434","hospital"
"189","306","process"
"190","3938","partner"
"191","876","chair"
"192","1506","help"
"193","3565","might"
"194","1687","listen"
"195","2551","participant"
"196","921","term"
"197","482","chair"
"198","2386","guy"
"199","2304","best"
"200","377","low"
"201","1346","government"
"202","1210","most"
"203","447","heavy"
"204","860","maybe"
"205","2622","indicate"
"206","3106","statement"
"207","2502","second"
"208","2558","social"
"209","1079","performance"
"210","2375","add"
"211","1749","possible"
"212","1685","determine"
"213","2125","another"
"214","2502","role"
"215","3372","answer"
"216","2011","bit"
"217","1509","my"
"218","2347","compare"
"219","3642","middle"
"220","1322","quality"
"221","1005","spring"
"222","1984","effort"
"223","1670","official"
"224","2169","relate"
"225","629","forget"
"226","1245","everything"
"227","3154","medical"
"228","354","it"
"229","724","civil"
"230","3269","blood"
"231","3116","specific"
"232","2365","various"
"233","2512","stand"
"234","275","likely"
"235","2476","remain"
"236","2291","include"
"237","155","red"
"238","1881","to"
"239","659","heart"
"240","1277","son"
"241","2762","tax"
"242","2975","seven"
"243","134","west"
"244","256","theory"
"245","1762","ball"
"246","2446","wide"
"247","368","bit"
"248","2396","financial"
"249","3039","treatment"
"250","3312","how"
"251","3475","film"
"252","2332","dinner"
"253","502","those"
"254","3840","difficult"
"255","273","black"
"256","810","baby"
"257","3117","feel"
"258","3739","peace"
"259","3281","stay"
"260","2579","box"
"261","2691","reality"
"262","2084","song"
"263","3951","Mr"
"264","1415","billion"
"265","2655","apply"
"266","2513","hot"
"267","2936","job"
"268","3551","outside"
"269","1340","nation"
"270","2145","approach"
"271","3341","sister"
"272","255","particular"
"273","2573","foreign"
"274","766","off"
"275","2091","what"
"276","789","another"
"277","2676","item"
"278","3326","tonight"
"279","3956","space"
"280","2758","watch"
"281","455","out"
"282","2739","three"
"283","3940","beyond"
"284","2112","image"
"285","1266","personal"
"286","3434","health"
