"0","65","1600","1992-08-05 23:48:47"
"1","2","1021","2017-04-13 17:29:26"
"2","49","2980","1990-01-02 04:44:39"
"3","100","286","2004-07-11 19:44:34"
"4","134","790","2015-05-29 02:09:59"
"5","75","2295","1996-10-10 14:01:25"
"6","181","1176","1995-08-13 05:27:24"
"7","16","3522","1986-07-17 05:27:18"
"8","19","1938","1971-11-24 15:32:05"
"9","61","3395","2015-09-02 13:44:06"
"10","151","1241","1999-07-20 07:30:23"
"11","54","3565","1981-09-22 10:41:44"
"12","37","1291","1980-03-23 10:24:27"
"13","131","448","2012-08-06 08:33:24"
"14","122","1114","1999-06-03 21:12:18"
"15","164","2158","1987-09-18 22:45:48"
"16","27","134","1992-11-24 15:15:03"
"17","93","3507","1987-08-14 02:25:11"
"18","119","2946","2004-12-29 20:59:42"
"19","105","1421","1975-02-24 04:20:34"
"20","68","3408","2004-01-27 12:00:04"
"21","44","3626","2003-07-14 15:44:50"
"22","59","2868","1972-01-26 15:54:07"
"23","33","2819","2008-05-20 15:29:39"
"24","80","875","1999-04-21 01:58:51"
"25","160","984","2009-10-13 15:55:17"
"26","143","150","2011-03-06 21:56:16"
"27","172","3599","1993-02-16 15:49:40"
"28","198","3568","1991-08-28 23:09:49"
"29","47","2058","1982-05-21 07:53:12"
"30","28","434","2007-04-11 11:13:09"
"31","86","3740","1997-04-29 14:34:27"
"32","90","3885","1995-10-11 22:05:35"
"33","158","1061","1988-06-25 01:50:02"
"34","112","1593","2003-06-25 01:17:16"
"35","171","1403","2005-10-06 02:03:50"
"36","189","1307","2023-06-24 18:25:24"
"37","101","3341","2005-07-30 05:13:14"
"38","119","2042","1989-06-04 00:38:17"
"39","54","3096","1984-09-06 14:04:36"
"40","78","2372","1988-01-11 21:14:18"
"41","169","1362","1970-11-20 15:32:21"
"42","34","151","1996-11-07 05:48:23"
"43","78","1245","1971-03-05 07:46:31"
"44","60","2251","1970-07-06 20:30:54"
"45","42","517","1984-06-11 11:07:18"
"46","143","3636","1993-09-12 08:31:23"
"47","197","2692","1979-03-05 13:24:44"
"48","95","681","1977-08-10 22:24:27"
"49","9","85","1975-11-28 02:45:28"
"50","151","8","1971-05-19 23:08:24"
"51","139","3928","1983-04-09 16:03:28"
"52","18","928","1987-07-20 04:49:47"
"53","185","3060","1977-09-27 21:37:25"
"54","73","1738","1976-08-16 21:33:47"
"55","81","1295","2009-03-30 05:34:06"
"56","33","206","1979-02-27 21:22:09"
"57","27","2025","2003-02-03 11:05:18"
"58","130","3760","1990-10-17 16:25:16"
"59","180","545","1988-08-25 18:43:55"
"60","21","1082","1987-01-27 01:52:48"
"61","162","3954","2006-06-15 02:19:40"
"62","5","3443","1996-12-04 10:13:34"
"63","7","3702","1970-10-21 15:12:44"
"64","32","715","2009-01-21 14:23:16"
"65","199","3333","2003-04-29 01:55:47"
"66","24","3210","1971-08-18 15:57:57"
"67","84","3698","2009-11-15 13:28:07"
"68","161","1844","1981-10-22 01:48:14"
"69","78","1198","2015-03-24 21:42:56"
"70","76","3719","1987-04-18 06:50:08"
"71","78","3109","2011-10-30 01:55:46"
"72","7","2547","1988-03-11 08:20:29"
"73","182","2963","1997-01-06 10:49:13"
"74","33","430","1984-01-27 11:03:42"
"75","29","2382","2000-04-23 06:40:32"
"76","91","2643","2021-04-10 00:46:15"
"77","47","3268","2014-03-05 06:59:06"
"78","18","1415","1980-01-20 20:57:48"
"79","44","3937","1998-09-10 19:23:00"
"80","69","1711","1983-11-19 18:18:06"
"81","187","1680","1986-05-29 23:22:35"
"82","148","2629","1991-03-02 07:08:35"
"83","131","2990","1970-10-25 20:36:37"
"84","119","749","1971-09-12 13:36:47"
"85","197","167","2001-02-17 15:18:51"
"86","137","3163","1980-03-21 18:47:11"
"87","167","1494","1991-09-08 14:06:41"
"88","30","2639","2008-06-19 09:53:12"
"89","7","1612","2000-11-22 04:52:04"
"90","180","2278","1984-07-07 16:13:19"
"91","104","1415","1973-01-17 22:28:33"
"92","125","2868","1979-04-24 07:07:42"
"93","119","3206","2000-05-17 00:52:27"
"94","83","3453","1993-02-26 17:40:44"
"95","98","1633","1974-03-24 17:57:51"
"96","140","1173","2022-09-25 19:18:17"
"97","48","1391","1997-02-03 13:50:24"
"98","154","3078","2016-05-26 09:46:54"
"99","158","941","2018-07-24 15:21:05"
"100","32","2121","2006-03-30 16:44:19"
"101","113","1695","2008-03-28 16:53:34"
"102","24","2865","1975-06-03 03:56:02"
"103","122","1288","1981-01-13 08:27:12"
"104","91","3645","1986-07-14 05:24:23"
"105","23","2754","1974-10-24 15:24:06"
"106","54","3359","2011-04-19 18:42:02"
"107","147","3349","1994-10-13 12:47:34"
"108","46","444","1973-07-31 05:40:01"
"109","118","3169","1977-09-29 16:58:14"
"110","169","552","1992-07-04 16:28:13"
"111","19","3963","2023-06-05 21:10:40"
"112","183","2435","2010-11-30 18:10:50"
"113","48","3958","1999-05-24 23:06:37"
"114","70","941","1999-08-30 14:16:50"
"115","105","474","1988-05-25 01:58:12"
"116","90","3002","1979-06-18 08:26:43"
"117","169","3051","2018-10-01 13:56:38"
"118","87","3116","1998-08-09 08:06:47"
"119","8","2742","1976-09-12 00:41:16"
"120","93","3078","1983-04-10 08:35:12"
"121","95","653","2012-05-16 17:28:31"
"122","50","1540","2009-02-16 12:51:32"
"123","89","3975","2000-10-18 20:34:20"
"124","61","2286","2003-08-05 11:43:03"
"125","165","104","2012-05-23 22:37:05"
"126","149","2946","2018-12-10 04:13:14"
"127","104","3758","2000-10-07 00:16:50"
"128","147","1867","1987-08-22 21:13:12"
"129","134","3651","1999-10-04 23:39:00"
"130","3","1751","1998-10-18 17:40:07"
"131","77","2431","2021-01-08 06:33:27"
"132","17","897","2023-05-31 22:15:40"
"133","99","2970","1984-11-30 18:40:29"
"134","61","2549","2015-09-17 12:22:14"
"135","68","1679","1977-03-10 12:51:16"
"136","67","2399","2000-01-14 05:02:48"
"137","180","1190","1979-01-04 07:54:13"
"138","183","2471","2016-01-22 14:09:38"
"139","82","715","2004-04-27 20:23:24"
"140","58","2616","1987-09-13 21:49:15"
"141","1","843","2020-05-05 22:45:46"
"142","11","2602","2007-04-18 01:27:14"
"143","140","1082","2020-02-26 16:23:11"
"144","42","1152","1986-09-09 07:25:25"
"145","52","474","1978-10-30 07:34:36"
"146","136","1153","2006-12-05 23:42:19"
"147","162","3147","1992-02-04 20:01:17"
"148","35","598","2019-04-25 17:14:28"
"149","115","3271","2016-12-18 08:29:16"
"150","143","303","1976-04-14 15:53:58"
"151","29","3601","1985-05-25 03:32:41"
"152","104","664","2016-03-18 11:37:01"
"153","190","2175","1971-03-05 14:34:25"
